scenario,stage1_cost,stage1_pen,stage2_pen,objective,load_time,solve_time,filter_time,total_time,second_stage_runtime,ipopt_obj,ipopt_time,termination_status
scenario_326,45521.06655827469,0.8244348858985723,559621.6548215869,605143.5458147475,2.15317702293396,45.9215738773346,0.0,48.28544592857361,63.14220690727234,207276260.9765629,38.60185408592224,ALMOST_LOCALLY_SOLVED
scenario_327,27429.126249816785,286.99099080956256,18875062.53281936,18902778.650059983,2.118727922439575,20.595988988876343,0.0,22.933067083358765,50.56238293647766,27998.207966027352,13.378915071487429,LOCALLY_SOLVED
scenario_328,44743.52599496064,1.099050553553054,374276.5507718173,419021.17581733153,2.1344571113586426,28.65132093429565,0.0,30.996083974838257,39.190579891204834,468941202.5597082,21.006781816482544,ALMOST_LOCALLY_SOLVED
scenario_329,44312.6716691972,1.1437692236387182,320412.4897371819,364726.3051756028,2.1459639072418213,37.93927311897278,0.0,40.36278200149536,40.420166015625,79952236.82001834,30.631795167922974,ALMOST_LOCALLY_SOLVED
scenario_330,28194.41045535752,1.032311169281181,5339709.813779482,5367905.256546008,2.1259100437164307,9.79069995880127,0.0,12.127440929412842,57.574973821640015,29373.289538746896,2.329880952835083,LOCALLY_SOLVED
scenario_331,44426.19977428876,0.1024417307807019,346049.3869680075,390475.689184027,2.132513999938965,69.59540104866028,0.0,71.9386260509491,34.05738401412964,189448.0326437417,62.26024889945984,NUMERICAL_ERROR
scenario_332,39068.29750296603,0.7163771371914935,742211.3349525759,781280.3488326791,2.157809019088745,70.91241598129272,0.0,73.28072595596313,60.27510094642639,620225.1025694454,62.243759870529175,NUMERICAL_ERROR
scenario_333,44480.37052734808,0.3520002519332636,364841.9598782689,409322.6824058689,2.152177095413208,14.820751905441284,0.0,17.183485984802246,34.84094595909119,42751314.081177965,7.516371011734009,ALMOST_LOCALLY_SOLVED
scenario_334,27810.82755384112,0.5604372495295307,8339522.498724474,8367333.886715564,2.1344029903411865,39.77586197853088,0.0,42.119855880737305,60.55618906021118,27998.656534535177,32.476048946380615,LOCALLY_SOLVED
scenario_335,42260.706544663946,1.2522451049107866,684336.9371377296,726598.8959274985,2.207943916320801,11.806371927261353,0.0,14.223497867584229,58.12472891807556,18850767.23581191,4.643912076950073,NUMERICAL_ERROR
scenario_336,40150.86096624669,0.7005970434150811,665047.4976730245,705199.0592363146,2.855581998825073,42.6622679233551,0.0,45.729142904281616,59.458258867263794,1086867.6149467556,33.10264086723328,NUMERICAL_ERROR
scenario_337,28061.321214105683,137.26885027050528,9112029.196759809,9140227.786824184,2.166444063186645,39.86444878578186,0.0,42.24123692512512,56.158442974090576,28229.394570874287,32.5075581073761,LOCALLY_SOLVED
scenario_338,44251.848099412426,0.1147570487619537,322711.3823659861,366963.3452224473,2.329697132110596,23.326027870178223,0.0,25.86617112159729,37.98819398880005,35892274182.431625,14.759315967559814,NUMERICAL_ERROR
scenario_339,27624.696296635728,234.25809274152007,13482321.790562697,13510180.744952071,2.1555299758911133,24.89354991912841,0.0,27.32728600502014,47.02682590484619,28499.760104560693,17.490251064300537,LOCALLY_SOLVED
scenario_340,41908.43330093911,0.6009058613628832,533764.7441883588,575673.7783951593,2.1592330932617188,15.478646993637083,0.0,17.934924125671387,56.52474403381348,1779545.0294406542,8.05528211593628,NUMERICAL_ERROR
scenario_341,38210.09051432311,1.548864738218714,869345.6706012647,907557.309980326,2.113601922988892,13.941679954528809,0.0,16.266063928604126,66.47575879096985,47661.40119170776,6.713382959365845,LOCALLY_SOLVED
scenario_342,44430.48856917513,0.3132018028666514,358703.26998457377,403134.0717555518,2.404025077819824,13.051719903945925,0.0,15.665950059890749,32.90626788139343,60708132.78093061,4.75828218460083,NUMERICAL_ERROR
scenario_343,40938.68732313476,0.0181064964126788,523763.5029840146,564702.2084136457,2.148424863815308,55.90652012825012,0.0,58.26503682136536,56.97109913825989,416261.260453704,48.59646892547608,NUMERICAL_ERROR
scenario_344,32795.54980185756,0.0006681062291738,1396466.696741754,1429262.2472117178,2.3659939765930176,11.32777214050293,0.0,13.90108609199524,57.29082894325256,42011.91554317618,3.913323879241944,NUMERICAL_ERROR
scenario_345,45355.60049473756,0.0832957602965626,417584.2980336024,462939.9818241002,2.529558181762696,15.613934993743896,0.0,18.353024005889893,43.14942598342896,72260870.07494318,7.789521932601929,NUMERICAL_ERROR
scenario_346,45224.10311634392,1.5647361776427222,599150.349690978,644376.0175434995,2.149477958679199,18.92280006408692,0.0,21.28267002105713,66.32299613952637,358526.84329043224,11.645472049713137,NUMERICAL_ERROR
scenario_347,27640.61663203343,0.0010152137167265,5850357.732266142,5877998.349913389,2.1436591148376465,9.61227798461914,0.0,11.965073108673096,36.68255496025085,27743.79414220022,2.35219407081604,LOCALLY_SOLVED
scenario_348,44037.828153162845,1.3399435775402289,553221.110959941,597260.2790566814,2.849721908569336,27.658528089523315,0.0,30.71895694732666,62.22078990936279,119165.62862550611,19.404180765151978,NUMERICAL_ERROR
scenario_349,27685.616401294035,0.8016372883194505,6476611.979278558,6504298.39731714,2.115831136703491,21.46704888343811,0.0,23.793365955352783,55.35814309120178,28220.61656351519,14.27520203590393,LOCALLY_SOLVED
scenario_350,45064.89615161764,0.2002128652706284,403104.3609395372,448169.4573040201,2.152956008911133,13.639677047729492,0.0,16.071376085281372,37.60887598991394,14146699.764872877,6.214493989944458,ALMOST_LOCALLY_SOLVED
