scenario,stage1_cost,stage1_pen,stage2_pen,objective,load_time,solve_time,filter_time,total_time,second_stage_runtime,ipopt_obj,ipopt_time,termination_status
scenario_301,38143.08641239292,0.6434414891248891,2555249.595320314,2593393.3251741966,2.1169049739837646,9.860193014144896,0.0,12.201404809951782,42.40873885154724,66856.64644148809,2.456578016281128,LOCALLY_SOLVED
scenario_302,38123.23562067715,0.6962486522961382,2577593.0809371048,2615717.012806434,2.139122009277344,10.370973110198976,0.0,12.735175132751465,45.79724407196045,65455.25836464998,2.936563014984131,LOCALLY_SOLVED
scenario_303,37953.89406388267,0.5122191279807486,2579570.998867472,2617525.4051504824,2.13838005065918,10.268353939056396,0.0,12.618392944335938,43.64588904380798,64945.24484261402,2.833949089050293,LOCALLY_SOLVED
scenario_304,37918.703815053,0.6943622049348797,2546887.105054476,2584806.503231733,2.131047010421753,9.803637981414797,0.0,12.146137952804564,44.05867910385132,64928.423678878855,2.385161876678467,LOCALLY_SOLVED
scenario_305,38494.63998711922,0.687191222857776,2623708.683583658,2662204.0107620005,2.130223035812378,10.373948097229004,0.0,12.715304136276243,46.53519082069397,69322.86911666134,2.947044849395752,LOCALLY_SOLVED
scenario_306,37658.31084245715,0.6735745128471533,2761870.352798149,2799529.3372151195,2.1354761123657227,9.946991920471191,0.0,12.29382300376892,42.95406007766724,64367.95998058198,2.533413887023926,LOCALLY_SOLVED
scenario_307,37988.44622680443,0.719590267295452,2734356.8600196773,2772346.025836749,2.1335740089416504,10.062275886535645,0.0,12.423282861709597,45.835444927215576,64754.55179537791,2.6357531547546387,LOCALLY_SOLVED
scenario_308,37608.92912154263,0.3890320389161231,2627252.6777010686,2664861.99585465,2.136629104614258,10.120157957077026,0.0,12.468971967697144,44.060158014297485,65873.1827558429,2.697153091430664,LOCALLY_SOLVED
scenario_309,38377.69208523144,0.7279188379296126,2558960.026010941,2597338.4460150106,2.1349070072174072,10.19311809539795,0.0,12.540095090866089,43.737497091293335,67223.47329639265,2.746612071990967,LOCALLY_SOLVED
scenario_310,37914.23154138509,0.6967435096392246,2588096.0310049723,2626010.959289867,2.131213903427124,9.836874961853027,0.0,12.178893089294434,42.91366600990296,65285.95696823548,2.423167943954468,LOCALLY_SOLVED
scenario_311,37923.31740660091,0.3938593790959147,2667725.2240644456,2705648.9353304254,2.133518934249878,9.990494012832642,0.0,12.335654020309448,44.19629192352295,67480.39249147006,2.56996488571167,LOCALLY_SOLVED
scenario_312,38093.24159075484,0.7021954331974104,2597204.879204042,2635298.82299023,2.1463918685913086,10.057328939437866,0.0,12.42972993850708,44.92299818992615,64968.67781025101,2.6571061611175537,LOCALLY_SOLVED
scenario_313,38375.58033216391,0.7157506881402955,2826036.190640273,2864412.486723125,2.1309192180633545,10.022501945495604,0.0,12.364897012710571,44.09517288208008,69086.52815599741,2.627919912338257,LOCALLY_SOLVED
scenario_314,37972.00933026798,0.6241840099360587,2278181.994581205,2316154.628095483,2.1177542209625244,10.33669090270996,0.0,12.678786039352415,44.27976799011231,65489.80898499312,2.912949085235596,LOCALLY_SOLVED
scenario_315,37772.87954445557,0.6437371100452514,2517570.1750408704,2555343.698322436,2.121345996856689,9.760310888290403,0.0,12.092355012893677,44.5871729850769,64168.85230032282,2.38953709602356,LOCALLY_SOLVED
scenario_316,37328.59748796327,0.6507520677559232,2573263.119824635,2610592.3680646657,2.115763902664185,9.989415168762209,0.0,12.330991983413696,45.48046398162842,65252.44765274029,2.603454828262329,LOCALLY_SOLVED
scenario_317,37825.35966144485,0.6996140754034743,2172092.852124855,2209918.911400375,2.125380039215088,10.22480297088623,0.0,12.562180995941162,43.606472969055176,63137.421752625385,2.828588962554932,LOCALLY_SOLVED
scenario_318,37794.74631758605,0.4035143269807499,2152290.671952708,2190085.821784621,2.133582830429077,10.234780073165894,0.0,12.579190969467165,45.28616189956665,66765.74569066796,2.803123950958252,LOCALLY_SOLVED
scenario_319,37537.14873604597,0.7001422836724688,2575373.806533012,2612911.6554113417,2.1082568168640137,10.091070175170898,0.0,12.424272775650024,45.95532584190369,65175.11730099938,2.734653949737549,LOCALLY_SOLVED
scenario_320,37782.66604014157,0.6971790810746082,2171950.7351815472,2209734.0984007698,2.142294883728028,10.164608001708984,0.0,12.517828941345217,44.50841403007507,62874.731510294885,2.7849109172821045,LOCALLY_SOLVED
scenario_321,38288.98357221489,0.7211800383119872,2837003.7241528598,2875293.4289051127,2.1574831008911133,10.35629105567932,0.0,12.737794160842896,43.41394996643066,68951.1977885848,2.918040037155152,LOCALLY_SOLVED
scenario_322,38403.114449186425,0.6794669800931296,2714180.6660869,2752584.460003066,2.146723985671997,10.035672903060911,0.0,12.407954931259155,43.449907064437866,68991.0418066595,2.6382861137390137,LOCALLY_SOLVED
scenario_323,38310.0482009297,0.7028763705788603,2272073.647627176,2310384.398704476,2.1451640129089355,10.012382984161375,0.0,12.383203983306885,46.249058961868286,69887.41925324101,2.6077160835266118,LOCALLY_SOLVED
scenario_324,38069.16624501824,0.6859860734104959,2746434.976138921,2784504.828370013,2.1582372188568115,10.126769781112673,0.0,12.49726104736328,41.58732795715332,65296.87536443167,2.6771240234375,LOCALLY_SOLVED
scenario_325,37843.060382702686,0.6774447938631827,2725017.959189939,2762861.6970174355,2.144345998764038,10.32013702392578,0.0,12.674901008605955,43.82793688774109,64774.51164176084,2.931711912155152,LOCALLY_SOLVED
scenario_326,37895.14179463678,0.3888470642691418,2714895.8258243087,2752791.3564660097,2.140520095825196,10.58364200592041,0.0,12.936126947402954,45.97246789932251,65914.45510706947,3.175781011581421,LOCALLY_SOLVED
scenario_327,37445.71768699595,0.4031706263591815,2529275.453711186,2566721.5745688085,2.1527469158172607,10.640312910079956,0.0,13.00434684753418,44.17044019699097,65316.28207154172,3.266355037689209,LOCALLY_SOLVED
scenario_328,37495.6307864526,0.7278979027046764,2545611.9244388645,2583108.28312322,2.152740001678467,9.906986951828005,0.0,12.271106958389282,44.82150101661682,65365.36590768387,2.552747964859009,LOCALLY_SOLVED
scenario_329,38518.29895859107,0.7208856906088832,2557403.76762758,2595922.7874718616,2.150606155395508,10.036381006240845,0.0,12.412175178527832,43.91891407966614,68072.5325907582,2.662482023239136,LOCALLY_SOLVED
scenario_330,37925.78753538775,0.6916406849541693,2820306.7525676666,2858233.2317437395,2.1448988914489746,9.991173028945925,0.0,12.36009693145752,43.650238037109375,64040.125027383605,2.6318581104278564,LOCALLY_SOLVED
scenario_331,38106.091318490246,0.6738717395339939,2667023.283991257,2705130.049181487,2.155871868133545,10.177772045135498,0.0,12.54445195198059,43.84411287307739,67418.3740963054,2.8108439445495605,LOCALLY_SOLVED
scenario_332,37676.61831582984,0.6656427942418383,2492177.8998855227,2529855.183844147,2.155029058456421,10.241545915603638,0.0,12.608065128326416,43.7875030040741,62850.72531007141,2.7809059619903564,LOCALLY_SOLVED
scenario_333,37552.902889550256,0.4034316834861768,2531022.613245098,2568575.9195663314,2.1398720741271973,10.41343092918396,0.0,12.764021158218384,45.83538413047791,64765.36103914873,3.037255048751831,LOCALLY_SOLVED
scenario_334,38198.9728595994,0.6791128823287563,2568576.6601554826,2606776.312127964,2.156913042068481,9.932827949523926,0.0,12.30088710784912,44.862353801727295,65883.22550144524,2.526538848876953,LOCALLY_SOLVED
scenario_335,38291.65337740601,0.3866311508767658,2657669.5268769097,2695961.5668854667,2.16587495803833,10.17974090576172,0.0,12.556902885437012,44.05835103988648,67371.3874490595,2.750065803527832,LOCALLY_SOLVED
scenario_336,38410.47590078537,0.7116572285117081,2796027.4282861147,2834438.6158441287,2.1587629318237305,9.713488101959229,0.0,12.095778942108154,44.581531047821045,67288.6136939129,2.3171708583831787,LOCALLY_SOLVED
scenario_337,38515.590857907126,0.4344415481706142,3029100.925478884,3067616.950778339,2.1517269611358643,9.960763931274414,0.0,12.323458909988403,45.82490396499634,70299.6098490392,2.5705230236053467,LOCALLY_SOLVED
scenario_338,38251.99722927569,0.6938319767294872,2688166.611841932,2726419.302903184,2.157315969467163,10.189249038696287,0.0,12.55783486366272,42.994951009750366,66673.57557810142,2.725145101547241,LOCALLY_SOLVED
scenario_339,37625.50074033574,0.7266982137685951,2594615.5307980995,2632241.758236649,2.146147012710572,10.016134023666382,0.0,12.37411403656006,45.98020100593567,66767.3876752051,2.5900909900665283,LOCALLY_SOLVED
