scenario,stage1_cost,stage1_pen,stage2_pen,objective,load_time,solve_time,filter_time,total_time,second_stage_runtime,ipopt_obj,ipopt_time,termination_status
scenario_629,44202.7532560348,0.3928555881047125,1327313.086677902,1371516.2327895248,2.141410112380981,9.297038078308104,0.0,11.649363040924072,37.01940488815308,256965.29662576717,1.8539149761199951,LOCALLY_SOLVED
scenario_630,46458.18878400571,0.407173316538815,1524305.4472448225,1570764.0432021448,2.130352020263672,9.461853981018066,0.0,11.81789207458496,38.19199013710022,282616.7043027646,2.0422451496124268,LOCALLY_SOLVED
scenario_631,46343.1585965822,0.42795986779356,1543132.0814633942,1589475.6680198442,2.133217096328736,9.41467308998108,0.0,11.759212017059326,37.98093605041504,283851.57726822846,1.997442960739136,LOCALLY_SOLVED
scenario_632,47194.4994226855,0.3903680079838251,1697159.065592222,1744353.9553829157,2.137256860733032,9.41971516609192,0.0,11.783222913742064,37.63244318962097,296018.6652019583,1.974840879440308,LOCALLY_SOLVED
scenario_633,46737.017162285054,0.4135203287505135,1713017.6425426851,1759755.073225299,2.1192548274993896,9.939826965332031,0.0,12.269905805587769,37.46455502510071,298648.61492076126,2.5120179653167725,LOCALLY_SOLVED
scenario_634,45506.82296230123,0.419221860481841,1396394.489622492,1441901.7318066538,2.133485078811645,9.187322854995728,0.0,11.531965017318726,36.97254300117493,266665.2300003562,1.7914090156555176,LOCALLY_SOLVED
scenario_635,45675.49753276986,0.7142161234481651,1314211.3436782882,1359887.5554271815,2.1414270401000977,9.350348949432371,0.0,11.716980934143066,38.00474095344544,267223.83542659227,1.940835952758789,LOCALLY_SOLVED
scenario_636,44907.88203018677,0.389935957998141,1328634.2400839357,1373542.5120500803,2.139906883239746,10.0052011013031,0.0,12.356019973754885,37.13378810882568,256388.59828049203,2.615906000137329,LOCALLY_SOLVED
scenario_637,45390.579128642144,0.4101793982395898,1436495.501100229,1481886.4904082697,2.134063959121704,9.7574200630188,0.0,12.11634111404419,36.67308592796326,268323.6934477762,2.38778018951416,LOCALLY_SOLVED
scenario_638,45042.030102360186,0.6503636447853518,1255795.0134330862,1300837.693899091,2.139634132385254,9.269073963165283,0.0,11.62003207206726,37.99596619606018,262518.020272268,1.8012001514434814,LOCALLY_SOLVED
scenario_639,45963.14323782504,0.4285826044517206,1438048.091785101,1484011.6636055305,2.134596109390259,9.353263854980469,0.0,11.699015140533447,36.80828595161438,279427.65170762484,1.9328601360321045,LOCALLY_SOLVED
scenario_640,45645.80877011716,0.4215450914781123,1412961.3780548011,1458607.6083700098,2.12946891784668,9.483294010162354,0.0,11.838212013244627,38.13499307632446,262069.52508952311,2.0998120307922363,LOCALLY_SOLVED
scenario_641,44909.39870811899,0.5209794070902337,1261173.0500288657,1306082.9697163915,2.1384079456329346,9.2646381855011,0.0,11.612874031066896,38.10412788391113,262421.41900526284,1.89565110206604,LOCALLY_SOLVED
scenario_642,43106.42559749802,0.4238846849073767,1126980.2290692427,1170087.0785514256,2.142555952072144,10.126490831375122,0.0,12.493676900863647,38.35623288154602,242926.41967386805,2.676806926727295,LOCALLY_SOLVED
scenario_643,46273.15351978298,0.7126005514124271,1590382.9556497012,1636656.8217700357,2.1276750564575195,9.346755027770996,0.0,11.699553966522217,39.25330305099487,281891.65691509814,1.965744972229004,LOCALLY_SOLVED
scenario_644,45395.737133418814,0.69306246313206,1302634.7071577746,1348031.1373536566,2.131767988204956,9.410921096801758,0.0,11.768805027008057,38.67932295799256,265594.84121512104,1.995321035385132,LOCALLY_SOLVED
scenario_645,48198.107648566525,0.6924779825333746,1873128.5106065772,1921327.3107331265,2.1372509002685547,9.22019910812378,0.0,11.56913995742798,38.42167806625366,312080.44109151274,1.775343894958496,LOCALLY_SOLVED
scenario_646,44947.09592804744,0.4320318410875721,1353265.4701170067,1398212.9980768953,2.143144130706787,9.353590965270996,0.0,11.70718002319336,37.13764905929565,253496.4244743344,1.951744079589844,LOCALLY_SOLVED
scenario_647,46460.20848969217,0.677539458858124,1847681.383042853,1894142.2690720044,2.1333820819854736,9.280699968338013,0.0,11.62466311454773,39.61600303649902,281722.9168782893,1.887894868850708,LOCALLY_SOLVED
scenario_648,48041.44822638987,0.4311492471322612,2006617.8756796485,2054659.7550552853,2.1327359676361084,9.608422994613647,0.0,11.965972900390623,36.77466702461243,303055.5266542359,2.22930908203125,LOCALLY_SOLVED
scenario_649,45076.91159586793,0.6887253572909457,1344194.4723412015,1389272.0726624269,2.122889995574951,9.208456993103027,0.0,11.556437015533447,36.25609302520752,261833.92937957824,1.774256944656372,LOCALLY_SOLVED
scenario_650,46966.33628578287,0.6755850295039261,1958918.3810664327,2005885.392937245,2.1372170448303223,9.12999987602234,0.0,11.478276014328005,38.72205400466919,291709.19370009407,1.7247660160064695,LOCALLY_SOLVED
