scenario,stage1_cost,stage1_pen,stage2_pen,objective,load_time,solve_time,filter_time,total_time,second_stage_runtime,ipopt_obj,ipopt_time,termination_status
scenario_611,45068.40984255388,0.3813994653251038,540243.3773851964,585312.1686272155,2.1510939598083496,10.79055404663086,0.0,13.153060913085938,44.46785521507263,310440.2302352662,3.4812161922454834,LOCALLY_SOLVED
scenario_612,40201.0130605506,1.0276291252483358,1914150.8823840152,1954352.923073691,2.1554999351501465,9.881693124771118,0.0,12.263102054595947,57.95206308364868,74384.80806641167,2.528921842575073,LOCALLY_SOLVED
scenario_613,44124.678436171176,0.3211937628752557,648133.990529886,692258.9901598201,2.1471400260925293,10.778337955474854,0.0,13.149986028671265,41.271222829818726,272598.5786413972,3.457143068313598,LOCALLY_SOLVED
scenario_614,43644.649122325,0.3805165088633195,584911.2540099826,628556.2836488164,2.1507821083068848,11.04529309272766,0.0,13.40671706199646,40.32961177825928,274899.3316437834,3.757295846939087,LOCALLY_SOLVED
scenario_615,43658.373473204905,0.4086405088977785,627907.3889384855,671566.1710521993,2.1574819087982178,10.721698999404907,0.0,13.105268001556396,42.22746992111206,276083.47014551534,3.3476269245147705,LOCALLY_SOLVED
scenario_616,45100.93807285566,0.4062230778504734,578992.539604878,624093.8839008115,2.1531169414520264,11.885432958602903,0.0,14.250387907028198,38.395729064941406,321629.91899551015,4.559229135513306,LOCALLY_SOLVED
scenario_617,44756.2140016104,0.419891197030273,640265.2607442341,685021.8946370415,2.1604421138763428,10.730566024780272,0.0,13.102227926254272,38.48576903343201,311991.8084899214,3.41530990600586,LOCALLY_SOLVED
scenario_618,42844.17664478334,0.293921040946893,661072.4333740941,703916.9039399184,2.153330087661743,10.843482971191406,0.0,13.208005905151367,37.12430810928345,239946.763933896,3.5163769721984863,LOCALLY_SOLVED
scenario_619,46372.964784916665,0.3447688236524948,680922.0013600773,727295.3109138176,2.1530799865722656,10.799159049987791,0.0,13.163192987442017,42.18174910545349,371166.9530681691,3.477219820022583,LOCALLY_SOLVED
scenario_620,44197.546921737056,0.4093086866116015,638460.6857280736,682658.6419584972,2.156130075454712,10.981948852539062,0.0,13.349002122879028,42.72131419181824,281638.8731857892,3.651915073394776,LOCALLY_SOLVED
scenario_621,44572.074456419534,0.3856418312875019,539008.1602030249,583580.6203012756,2.15641188621521,10.228831052780151,0.0,12.596683025360107,40.9166259765625,296827.6979460897,2.8685221672058105,LOCALLY_SOLVED
scenario_622,43146.84287743245,0.3618324591519087,638887.8027452194,682035.007455111,2.1547281742095947,11.345188856124878,0.0,13.710711002349854,38.75124382972717,254358.1301122488,3.990357875823975,LOCALLY_SOLVED
scenario_623,43334.070459160095,0.3597063658361826,623029.279600868,666363.7097663939,2.151451110839844,11.028392791748049,0.0,13.39109706878662,38.21022200584412,254641.85635265085,3.663031816482544,LOCALLY_SOLVED
scenario_624,45519.51538072527,0.4123989330123468,599686.2237348629,645206.1515145211,2.147192001342773,11.428426027297974,0.0,13.786708116531372,39.453038930892944,330762.4352761011,4.087208986282349,LOCALLY_SOLVED
scenario_625,45076.087692253255,0.3888917126091081,612708.7078230035,657785.1844069693,2.151983976364136,11.785895109176636,0.0,14.148911952972412,41.73221111297608,321124.5871162543,4.450369834899902,LOCALLY_SOLVED
scenario_626,43697.326963766056,0.4002348943856387,614644.3348301357,658342.0620287962,2.154741048812866,11.40035605430603,0.0,13.782331943511965,41.30715680122376,268568.6607805798,4.063552141189575,LOCALLY_SOLVED
scenario_627,44098.91134772272,0.3366804826294982,613673.8015174491,657773.0495456544,2.156726121902466,11.058756828308104,0.0,13.426074028015137,38.23865699768066,285293.3089786041,3.734071969985962,LOCALLY_SOLVED
scenario_628,44557.838434066296,0.3813032978466961,572764.4321652418,617322.6519026059,2.1280970573425293,10.490544080734251,0.0,12.829507112503052,39.621001958847046,289934.9705221447,3.20105504989624,LOCALLY_SOLVED
scenario_629,43568.844275988056,0.4200249310749474,665283.3336580303,708852.5979589494,2.157557964324951,10.56171202659607,0.0,12.930531978607178,41.28198289871216,260812.54770382147,3.273893117904663,LOCALLY_SOLVED
scenario_630,40401.23883088876,0.5374715885715584,1686222.299608107,1726624.0759105843,2.155472993850708,9.376260042190552,0.0,11.742603063583374,56.96961998939514,67571.6711544736,2.05036997795105,LOCALLY_SOLVED
scenario_631,45033.36304311275,0.4189924907269232,560865.8551512072,605899.6371868107,2.1508710384368896,13.185235023498535,0.0,15.547524213790894,39.86409306526184,307105.45139213937,5.856816053390503,LOCALLY_SOLVED
scenario_632,40706.31650296236,1.0218943202460218,2313103.0808421164,2353810.419239399,2.163661003112793,9.355437994003296,0.0,11.73017716407776,58.197908878326416,77947.48179932566,1.9769809246063232,LOCALLY_SOLVED
scenario_633,40470.375740450094,0.6836340564533405,1908197.8610952983,1948668.920469805,2.1504409313201904,9.36292314529419,0.0,11.724755048751833,56.88492512702942,78309.69620270477,2.0409860610961914,LOCALLY_SOLVED
scenario_634,44369.59503131671,0.4232670655720882,600135.6207585046,644505.6390568869,2.1554179191589355,10.33666205406189,0.0,12.70288610458374,42.61789917945862,284175.556354551,3.005190134048462,LOCALLY_SOLVED
scenario_635,44446.15719661269,0.3927951753890222,594821.4857199491,639268.0357117372,2.128368139266968,10.985370874404907,0.0,13.340658187866213,42.419196128845215,292113.99948739214,3.692452192306519,LOCALLY_SOLVED
scenario_636,43904.84951603565,0.4198856870180214,617647.3123491121,661552.5817508348,2.160701036453247,11.831235885620115,0.0,14.203510046005247,39.89886784553528,272256.6374883258,4.450766086578369,LOCALLY_SOLVED
scenario_637,44244.56591267219,0.3870222129522717,601774.9741723551,646019.9271072403,2.138744115829468,11.75171184539795,0.0,14.1021089553833,42.12702989578247,280925.7083331916,4.4422571659088135,LOCALLY_SOLVED
scenario_638,43787.69397635908,0.3326773145812347,587369.5984256571,631157.6250793308,2.154484987258911,11.10942006111145,0.0,13.474773168563845,41.85588502883911,268787.2399304896,3.745166063308716,LOCALLY_SOLVED
