,scenario,sol1,penalty,cost,obj,infeas
93,scenario_67,sol1_6_2.txt,0.009305942178812867,395903.79451829474,395903.8038242369,0
94,scenario_67,sol1_17_4.txt,0.005020405764445375,395727.2992485809,395727.3042689866,0
95,scenario_67,sol1_4_1.txt,0.015362338692931334,410372.0853409004,410372.1007032391,0
96,scenario_67,sol1_17_5.txt,0.8394258912254755,404192.021161741,404192.8605876322,0
97,scenario_67,sol1_6_3.txt,0.00935871481374021,388645.0533963238,388645.0627550386,0
98,scenario_67,sol1_13_1.txt,33102.1340470862,481465.684378496,514567.8184255822,0
99,scenario_67,sol1_11_3.txt,0.004884132001264983,389044.7669848313,389044.7718689633,0
100,scenario_67,sol1_30_1.txt,2.4680241850238636,388154.7901656039,388157.25818978896,0
101,scenario_67,sol1_16_2.txt,0.004030574219960345,398706.80256368837,398706.8065942626,0
102,scenario_67,sol1_7_4.txt,0.00863547002952843,387262.4925331292,387262.5011685992,0
103,scenario_67,sol1_1_2.txt,2.378258703670844,360452.84168134525,360455.21994004893,0
104,scenario_67,sol1_10_4.txt,0.0058688480031440695,376187.74817883235,376187.75404768036,0
105,scenario_67,sol1_3_1.txt,41292.50503818735,476409.0940730509,517701.59911123826,0
106,scenario_67,sol1_10_5.txt,4.101852236949084,379520.5864564836,379524.68830872054,0
107,scenario_67,sol1_29_1.txt,0.001441214163560179,378980.7798639759,378980.78130519006,0
108,scenario_67,sol1_1_3.txt,2.7409170886140415,360109.2888445433,360112.0297616319,0
109,scenario_67,sol1_7_5.txt,0.008638077934704419,387287.19084698363,387287.1994850616,0
110,scenario_67,sol1_14_1.txt,0.005162207117125712,363942.4886897572,363942.4938519643,0
111,scenario_67,sol1_16_3.txt,0.004030654009076198,398856.8248335733,398856.82886422734,0
112,scenario_67,sol1_16_1.txt,0.0040379459861298456,393410.161274801,393410.165312747,0
113,scenario_67,sol1_30_2.txt,0.0014748284992186726,380027.67699485604,380027.67846968456,0
114,scenario_67,sol1_5_5.txt,2.1507216099183397,411100.1796911536,411102.3304127635,0
115,scenario_67,sol1_14_3.txt,0.00513196898961274,384239.85221893276,384239.85735090176,0
116,scenario_67,sol1_12_5.txt,0.003927186182311028,384200.0989496786,384200.1028768648,0
117,scenario_67,sol1_1_1.txt,1.9280866775413315,360588.779940106,360590.70802678354,0
118,scenario_67,sol1_29_3.txt,0.0019724726762245914,380197.2898745179,380197.2918469906,0
119,scenario_67,sol1_3_3.txt,0.0191409042054919,411667.17129753286,411667.19043843704,0
120,scenario_67,sol1_3_2.txt,0.019140773077906983,415643.1390037148,415643.1581444879,0
121,scenario_67,sol1_29_2.txt,0.0014454562280018669,380330.99029456184,380330.9917400181,0
122,scenario_67,sol1_12_4.txt,0.003925234658624455,382922.0669201585,382922.0708453932,0
123,scenario_67,sol1_14_2.txt,0.005138554868183752,379669.53994656255,379669.5450851174,0
124,scenario_67,sol1_5_4.txt,0.011668870477349162,364700.92950067937,364700.9411695498,0
125,scenario_67,sol1_30_3.txt,0.0014773861808676115,380101.5736062797,380101.57508366584,0
126,scenario_67,sol1_16_4.txt,0.003996325203579703,400746.84449225944,400746.8484885846,0
127,scenario_67,sol1_7_2.txt,0.00863559260647702,388541.5562325199,388541.5648681125,0
128,scenario_67,sol1_1_4.txt,3.6524046137586015,359863.214240197,359866.8666448107,0
129,scenario_67,sol1_10_2.txt,0.005862389408009398,371961.04317420255,371961.04903659195,0
130,scenario_67,sol1_10_3.txt,0.005862499696433028,374052.12365112785,374052.12951362756,0
131,scenario_67,sol1_1_5.txt,4.17350208701171,359822.965120999,359827.13862308604,0
132,scenario_67,sol1_12_1.txt,0.003939297970947399,362849.54667426524,362849.5506135632,0
133,scenario_67,sol1_7_3.txt,0.008635510176082046,387357.8331885618,387357.84182407195,0
134,scenario_67,sol1_5_1.txt,60775.085508974,419584.2281080291,480359.3136170031,0
135,scenario_67,sol1_16_5.txt,0.2722542589883375,407433.7536929537,407434.02594721265,0
136,scenario_67,sol1_30_4.txt,0.0014748498235834726,381535.27209615684,381535.27357100666,0
137,scenario_67,sol1_5_3.txt,0.011668796996857451,364338.7591180245,364338.7707868215,0
138,scenario_67,sol1_14_5.txt,0.005157798388177393,385764.38156698504,385764.38672478346,0
139,scenario_67,sol1_7_1.txt,0.008639282790215029,389968.0322123247,389968.04085160745,0
140,scenario_67,sol1_12_3.txt,0.0039251475094238385,382234.82041545154,382234.82434059907,0
141,scenario_67,sol1_29_5.txt,0.269546884728596,382731.08905957354,382731.3586064583,0
142,scenario_67,sol1_10_1.txt,0.4406279299307029,364017.6124679507,364018.0530958806,0
143,scenario_67,sol1_3_5.txt,0.8841515668279661,459100.5644667817,459101.4486183485,0
144,scenario_67,sol1_3_4.txt,0.019140794105932224,409501.5786480147,409501.5977888088,0
145,scenario_67,sol1_29_4.txt,0.0014722160248006975,380424.22087911936,380424.2223513354,0
146,scenario_67,sol1_12_2.txt,0.003925145687985873,376705.08518117305,376705.0891063187,0
147,scenario_67,sol1_14_4.txt,0.005129357823213535,384793.52485677565,384793.52998613345,0
148,scenario_67,sol1_5_2.txt,0.011668724192779147,363054.58172030677,363054.59338903095,0
149,scenario_67,sol1_30_5.txt,77572.2156309852,478219.26056178374,555791.4761927689,0
150,scenario_33,sol1_23_2.txt,0.00146855231580997,374985.67162688985,374985.6730954422,0
151,scenario_33,sol1_18_4.txt,0.00429192676036725,360248.5226072,360248.52689912677,0
152,scenario_33,sol1_9_2.txt,67290.35718581226,469845.8120689405,537136.1692547528,0
153,scenario_33,sol1_25_4.txt,0.0014792744777595082,359960.9739226074,359960.97540188185,0
154,scenario_33,sol1_25_5.txt,0.0014681285347259605,360523.93064180424,360523.93210993276,0
155,scenario_33,sol1_9_3.txt,0.007059931279743224,358783.2653713941,358783.2724313254,0
156,scenario_33,sol1_21_1.txt,0.0035337731197401107,350753.2176698621,350753.2212036352,0
157,scenario_33,sol1_18_5.txt,2.577069983466143,350586.0240662858,350588.6011362693,0
158,scenario_33,sol1_23_3.txt,0.0016489148352489998,361381.32492115465,361381.3265700695,0
159,scenario_33,sol1_23_1.txt,14371177.961699262,491715.52695312176,14862893.488652384,0
160,scenario_33,sol1_21_3.txt,0.003488971748679846,359800.68883601855,359800.6923249903,0
161,scenario_33,sol1_9_1.txt,67292.45169762558,469845.44623861724,537137.8979362429,0
162,scenario_33,sol1_27_5.txt,3.2308059504957702,329717.03737740766,329720.26818335813,0
163,scenario_33,sol1_27_4.txt,0.002766782179042639,357591.78820625134,357591.7909730335,0
164,scenario_33,sol1_21_2.txt,0.003488873852498667,356430.9361213229,356430.93961019674,0
165,scenario_33,sol1_23_4.txt,0.0014685843683498456,360154.57820331247,360154.5796718968,0
166,scenario_33,sol1_18_2.txt,157193.58816642463,466698.61820027407,623892.2063666987,0
167,scenario_33,sol1_9_4.txt,0.007060196689214968,359372.8000272551,359372.8070874518,0
168,scenario_33,sol1_25_2.txt,2478648.1761390655,351990.615110529,2830638.7912495947,0
169,scenario_33,sol1_25_3.txt,0.0014676762635410477,359796.153367207,359796.15483488323,0
170,scenario_33,sol1_27_1.txt,24114.891722897664,400838.9571572234,424953.8488801211,0
171,scenario_33,sol1_9_5.txt,0.6404555269798934,351112.1422322958,351112.7826878228,0
172,scenario_33,sol1_18_3.txt,0.004291775134373588,359662.1634970425,359662.1677888176,0
173,scenario_33,sol1_23_5.txt,0.001472742221518596,358123.7041220202,358123.70559476246,0
174,scenario_33,sol1_18_1.txt,157185.3542935121,466699.5378425752,623884.8921360873,0
175,scenario_33,sol1_21_5.txt,0.0034901047960575558,362047.7548152043,362047.7583053091,0
176,scenario_33,sol1_27_3.txt,0.0027667991137737087,357212.93119259155,357212.9339593907,0
177,scenario_33,sol1_25_1.txt,2465739.99582184,352017.2491323402,2817757.2449541804,0
178,scenario_33,sol1_27_2.txt,0.002766774894873711,358692.5477942112,358692.5505609861,0
179,scenario_33,sol1_21_4.txt,0.0034890223137007664,360457.9209921762,360457.92448119854,0
180,scenario_33,sol1_26_5.txt,0.0020269456700269025,369254.0529136751,369254.0549406207,0
181,scenario_33,sol1_20_3.txt,0.002448360401907917,362751.9337504823,362751.93619884265,0
182,scenario_33,sol1_8_1.txt,0.007965110314826935,368093.29453701456,368093.30250212486,0
183,scenario_33,sol1_22_1.txt,24251817.781445295,394391.16178302595,24646208.94322832,0
184,scenario_33,sol1_20_2.txt,23627.911057115492,392155.47448054823,415783.3855376637,0
185,scenario_33,sol1_26_4.txt,0.0032963801240167533,360690.790068713,360690.7933650931,0
186,scenario_33,sol1_24_4.txt,0.0026510580169536533,358983.71484518907,358983.7174962471,0
187,scenario_33,sol1_8_2.txt,0.00777423925405084,365080.59368032776,365080.601454567,0
188,scenario_33,sol1_22_2.txt,0.0038786575896161343,361915.696818123,361915.7006967806,0
189,scenario_33,sol1_19_4.txt,0.0035058035857378836,362472.71306593297,362472.71657173656,0
190,scenario_33,sol1_19_5.txt,0.0036428691620800802,363078.84531125764,363078.8489541268,0
191,scenario_33,sol1_22_3.txt,0.0038793967650145415,362892.66596794454,362892.6698473413,0
192,scenario_33,sol1_8_3.txt,0.0077727191867289075,365342.84351275535,365342.85128547455,0
193,scenario_33,sol1_20_1.txt,23627.437534479766,392157.51999320014,415784.9575276799,0
194,scenario_33,sol1_24_5.txt,0.0026722733275220782,360270.45536572445,360270.45803799777,0
195,scenario_33,sol1_24_1.txt,0.002652061001590187,349326.3322472428,349326.3348993038,0
196,scenario_33,sol1_26_3.txt,0.0020025886176059087,359198.39224785584,359198.3942504444,0
197,scenario_33,sol1_20_5.txt,4.698007310868085e-05,427909.08049185376,427909.08053883386,0
198,scenario_33,sol1_19_1.txt,31301.234603238656,357799.03145321034,389100.266056449,0
199,scenario_33,sol1_20_4.txt,0.0024427113127904222,360255.13612447167,360255.138567183,0
200,scenario_33,sol1_26_2.txt,0.002002607359065031,355645.94941632735,355645.9514189347,0
201,scenario_33,sol1_24_2.txt,0.0026509204131635287,355521.19156563224,355521.19421655266,0
202,scenario_33,sol1_8_4.txt,0.007851853551111426,365129.35158614983,365129.3594380034,0
203,scenario_33,sol1_22_4.txt,0.0038786801466808574,364716.2247201229,364716.22859880305,0
204,scenario_33,sol1_19_2.txt,31300.986259246827,357798.6339426197,389099.62020186655,0
205,scenario_33,sol1_19_3.txt,0.003702654217339332,362300.0112370753,362300.01493972953,0
206,scenario_33,sol1_22_5.txt,2.029555900948308,359342.274211829,359344.30376772996,0
207,scenario_33,sol1_8_5.txt,0.2759609903635698,365051.4756633616,365051.75162435195,0
208,scenario_33,sol1_26_1.txt,27263.73811110492,393062.6836189631,420326.42173006805,0
209,scenario_33,sol1_24_3.txt,0.002651046205664673,358460.31613091705,358460.31878196326,0
210,scenario_33,sol1_2_3.txt,0.03299535358985994,407100.4073990167,407100.4403943703,0
211,scenario_33,sol1_13_5.txt,1.0186073379031177,412049.88222327427,412050.90083061217,0
212,scenario_33,sol1_28_3.txt,0.002176324908313579,357752.57999573904,357752.58217206394,0
213,scenario_33,sol1_15_3.txt,0.0035396498481192126,363017.39328941255,363017.3968290624,0
214,scenario_33,sol1_17_1.txt,155812.3776488217,506764.1973006126,662576.5749494343,0
215,scenario_33,sol1_4_5.txt,0.2834156469187278,372729.0460296304,372729.32944527734,0
216,scenario_33,sol1_4_4.txt,0.01583686195481284,372660.92415678455,372660.9399936465,0
217,scenario_33,sol1_15_2.txt,0.003561935871249219,365582.1408450778,365582.14440701366,0
218,scenario_33,sol1_28_2.txt,0.0021762359807395073,354305.9079658613,354305.9101420973,0
219,scenario_33,sol1_13_4.txt,0.002961851059942247,357433.4741193316,357433.47708118265,0
220,scenario_33,sol1_2_2.txt,20222.089740589097,447341.675444231,467563.7651848201,0
221,scenario_33,sol1_11_4.txt,0.008406470739799003,379130.91776282,379130.9261692908,0
222,scenario_33,sol1_6_4.txt,0.010302600729093433,364191.482506424,364191.49280902476,0
223,scenario_33,sol1_17_2.txt,155814.5208512792,506761.54205190507,662576.0629031842,0
224,scenario_33,sol1_17_3.txt,0.0033617902105652873,360092.1098564444,360092.1132182346,0
225,scenario_33,sol1_6_5.txt,0.6451988648560326,350623.27445606946,350623.9196549343,0
226,scenario_33,sol1_15_1.txt,72259.56134073435,361687.1052735744,433946.6666143088,0
227,scenario_33,sol1_28_1.txt,0.0021995541386421284,348321.6859153615,348321.6881149156,0
228,scenario_33,sol1_2_1.txt,20223.489270791295,447341.8188406241,467565.3081114154,0
229,scenario_33,sol1_11_5.txt,2.035727921067317,370097.1979752188,370099.2337031399,0
230,scenario_33,sol1_11_1.txt,50025.94323661119,382386.4900314956,432412.4332681068,0
231,scenario_33,sol1_2_5.txt,0.6675629856611649,417970.39483085973,417971.0623938454,0
232,scenario_33,sol1_13_3.txt,0.0029618959894158,357136.7749410042,357136.7779029002,0
233,scenario_33,sol1_28_5.txt,0.002179638228157763,359958.2989888168,359958.30116845504,0
234,scenario_33,sol1_15_5.txt,44754.32193254464,443125.81314879586,487880.1350813405,0
235,scenario_33,sol1_6_1.txt,133249.99772425424,454812.9414585347,588062.939182789,0
236,scenario_33,sol1_4_3.txt,0.015836808740142753,371773.6343021244,371773.6501389331,0
237,scenario_33,sol1_4_2.txt,0.015836693668101233,371141.0414221535,371141.05725884717,0
238,scenario_33,sol1_15_4.txt,0.0035397031203604316,362563.37386807025,362563.3774077734,0
239,scenario_33,sol1_28_4.txt,0.0021762673479118217,358384.1665409486,358384.16871721594,0
240,scenario_33,sol1_13_2.txt,0.0029907258159626946,352726.61488002096,352726.61787074676,0
241,scenario_33,sol1_2_4.txt,0.03299252443936163,407298.6587496469,407298.69174217136,0
242,scenario_33,sol1_11_2.txt,0.008405790828691119,373963.1189093047,373963.12731509557,0
243,scenario_33,sol1_6_2.txt,133232.52921294744,454826.92457937356,588059.453792321,0
244,scenario_33,sol1_17_4.txt,0.003361830515629261,360557.56028536643,360557.5636471969,0
245,scenario_33,sol1_4_1.txt,0.024566538839098727,375886.2478824839,375886.27244902274,0
246,scenario_33,sol1_17_5.txt,11161622.980715383,349068.39601908944,11510691.376734473,0
247,scenario_33,sol1_6_3.txt,0.010302733430495384,363632.7062763968,363632.71657913027,0
248,scenario_33,sol1_13_1.txt,17240.671755198007,348518.2219321584,365758.8936873564,0
249,scenario_33,sol1_11_3.txt,0.008404353850886576,378518.6264456415,378518.6348499954,0
250,scenario_33,sol1_30_1.txt,66601.6540681448,360868.7620970177,427470.4161651625,0
251,scenario_33,sol1_16_2.txt,0.002767336776022416,359422.2134150693,359422.21618240606,0
252,scenario_33,sol1_7_4.txt,0.010564530597372262,364376.9949286641,364377.00549319474,0
253,scenario_33,sol1_1_2.txt,0.2727637896098034,338850.6453376347,338850.91810142435,0
254,scenario_33,sol1_10_4.txt,0.005190981626268304,368631.5903873852,368631.59557836683,0
255,scenario_33,sol1_3_1.txt,1.4860786360766627,403939.59031512856,403941.07639376464,0
256,scenario_33,sol1_10_5.txt,1004.1646801602926,337902.98314478266,338907.14782494295,0
257,scenario_33,sol1_29_1.txt,0.0023979767653872254,359495.83991611016,359495.8423140869,0
258,scenario_33,sol1_1_3.txt,1.6310047883670293,338603.8177728663,338605.4487776547,0
259,scenario_33,sol1_7_5.txt,0.010555926750898552,364627.59546437993,364627.6060203067,0
260,scenario_33,sol1_14_1.txt,0.005394237763200549,350883.7881510165,350883.7935452543,0
261,scenario_33,sol1_16_3.txt,0.002685176230226693,359363.19118464435,359363.19386982056,0
262,scenario_33,sol1_16_1.txt,0.002690698489948677,359734.9022371175,359734.904927816,0
263,scenario_33,sol1_30_2.txt,0.001772697145107846,362733.6551882066,362733.6569609037,0
264,scenario_33,sol1_5_5.txt,1.0241170673992435,431249.18038953934,431250.20450660674,0
265,scenario_33,sol1_14_3.txt,0.005343888325278672,360754.0202231195,360754.02556700783,0
266,scenario_33,sol1_12_5.txt,0.005736420725786133,361146.26467103034,361146.2704074511,0
267,scenario_33,sol1_1_1.txt,0.22885268536073883,338920.9131701252,338921.1420228106,0
268,scenario_33,sol1_29_3.txt,0.002726161118062672,359852.1455645182,359852.1482906793,0
269,scenario_33,sol1_3_3.txt,0.02404484848931958,423518.9485186012,423518.9725634497,0
270,scenario_33,sol1_3_2.txt,1.1466704900681362,403962.57071542594,403963.71738591604,0
271,scenario_33,sol1_29_2.txt,0.0023939211755985308,359920.82107342966,359920.82346735086,0
272,scenario_33,sol1_12_4.txt,0.005573466697384767,361264.01819923555,361264.02377270226,0
273,scenario_33,sol1_14_2.txt,0.005343956496994774,356744.1119990245,356744.11734298104,0
274,scenario_33,sol1_5_4.txt,0.008944232291206765,369328.2273394182,369328.2362836505,0
275,scenario_33,sol1_30_3.txt,0.0017726467032522925,360708.4387905046,360708.44056315126,0
276,scenario_33,sol1_16_4.txt,0.0026696671556844954,358459.62739079597,358459.6300604631,0
277,scenario_33,sol1_7_2.txt,0.010595642043116117,364172.00637725764,364172.01697289967,0
278,scenario_33,sol1_1_4.txt,1.5057478774041315,338429.4808083167,338430.9865561941,0
279,scenario_33,sol1_10_2.txt,0.005190167411459447,363220.8088845198,363220.8140746872,0
280,scenario_33,sol1_10_3.txt,0.005206158415591196,365139.94726839033,365139.9524745488,0
281,scenario_33,sol1_1_5.txt,1.7904078661193887,338370.18969988194,338371.98010774807,0
282,scenario_33,sol1_12_1.txt,0.00562754731988995,351728.141988139,351728.14761568635,0
283,scenario_33,sol1_7_3.txt,0.010566143171118671,364170.0681779951,364170.07874413824,0
284,scenario_33,sol1_5_1.txt,158940.74911760303,512596.9260049779,671537.675122581,0
285,scenario_33,sol1_16_5.txt,0.27074567349711864,358309.3890845282,358309.6598302017,0
286,scenario_33,sol1_30_4.txt,0.0017727827061149101,360131.74475470494,360131.74652748764,0
287,scenario_33,sol1_5_3.txt,0.008944153327098293,368509.55165092356,368509.5605950769,0
288,scenario_33,sol1_14_5.txt,0.00811168998043725,363056.3984926024,363056.4066042924,0
289,scenario_33,sol1_7_1.txt,19896.758877228924,367636.263066381,387533.0219436099,0
290,scenario_33,sol1_12_3.txt,0.005573442272808907,360706.4043735238,360706.40994696604,0
291,scenario_33,sol1_29_5.txt,0.2703921900520392,358370.64288082253,358370.91327301256,0
292,scenario_33,sol1_10_1.txt,88657.01521222979,366531.6800493789,455188.6952616087,0
293,scenario_33,sol1_3_5.txt,0.6573347520908541,401403.0627563861,401403.7200911382,0
294,scenario_33,sol1_3_4.txt,0.024044743771847905,423942.6610807339,423942.68512547767,0
295,scenario_33,sol1_29_4.txt,0.0024078687690097,358574.3544532155,358574.35686108423,0
296,scenario_33,sol1_12_2.txt,0.005583170371105438,357255.4168664834,357255.4224496538,0
297,scenario_33,sol1_14_4.txt,0.005344050718055849,361448.02734312974,361448.03268718044,0
298,scenario_33,sol1_5_2.txt,0.008960510478246177,458094.48276130494,458094.49172181543,0
299,scenario_33,sol1_30_5.txt,44738.1012039843,442289.532482774,487027.6336867583,0
300,scenario_1,sol1_23_2.txt,0.002473463223373303,367711.74201227736,367711.7444857406,0
301,scenario_1,sol1_18_4.txt,0.002937972892660262,339377.8565198307,339377.8594578036,0
