scenario,stage1_cost,stage1_pen,stage2_pen,objective,solve_time,termination_status
scenario_180,43083.27054628149,0.3463360395910371,1035747.0993401812,1078830.7162225023,12.283445835113524,LOCALLY_SOLVED
scenario_181,42782.00731823343,0.3332175383713968,987903.4129767846,1030685.7535125564,5.634010076522827,LOCALLY_SOLVED
scenario_182,42987.65333911293,0.336100238837293,1027914.8355371815,1070902.8249765332,20.11023998260498,LOCALLY_SOLVED
scenario_183,43339.383934442405,0.3511599282758266,1075351.5926731613,1118691.327767532,7.219346046447754,LOCALLY_SOLVED
scenario_184,43043.17096693011,0.3462808279358281,1057346.7960654625,1100390.3133132206,21.91005086898804,LOCALLY_SOLVED
scenario_185,43536.57623313281,0.3506935129642967,1083904.965300328,1127441.8922269738,8.145794868469238,LOCALLY_SOLVED
scenario_186,42467.83457019234,0.3320550960612815,962039.4023717386,1004507.568997027,7.501471042633057,NUMERICAL_ERROR
scenario_187,42984.548780921374,0.3504623861247301,1030336.1233044332,1073321.0225477407,11.27482795715332,LOCALLY_SOLVED
scenario_188,42875.5679027808,0.3464617434281145,1025289.84531216,1068165.7596766842,9.230541944503784,LOCALLY_SOLVED
scenario_189,42612.2094645074,0.3320705360735534,958094.0083891031,1000706.5499241466,6.0342559814453125,LOCALLY_SOLVED
scenario_190,43365.60376654594,0.3507358042006706,1058790.1063288862,1102156.0608312364,12.731635093688965,LOCALLY_SOLVED
scenario_191,43058.08145205816,0.3282410304096715,996911.0667947866,1039969.4764878752,15.028164148330688,NUMERICAL_ERROR
scenario_192,42890.610102756975,0.3305469246070504,1003466.8467372692,1046357.7873869508,60.56691598892212,LOCALLY_SOLVED
scenario_193,43449.630993683255,0.3506995105396416,1101563.5141544903,1145013.495847684,6.434463024139404,LOCALLY_SOLVED
scenario_194,43365.41017267201,0.3506096587647917,1054759.0300063977,1098124.7907887285,7.823141098022461,LOCALLY_SOLVED
scenario_195,43094.31318813754,0.3460961284109642,1054417.5210088394,1097512.1802931053,20.707464933395386,LOCALLY_SOLVED
scenario_196,42699.504040724,0.3364861899788726,993751.3381012088,1036451.1786281228,5.608405113220215,LOCALLY_SOLVED
scenario_197,43004.54170244232,0.3496052746864285,1056559.6331097083,1099564.5244174253,6.93784499168396,LOCALLY_SOLVED
scenario_198,43524.240907309126,0.3493820118495903,1092757.9471884253,1136282.5374777464,20.253956079483032,LOCALLY_SOLVED
scenario_199,44081.61749309487,0.4178028042355615,748463.8596850621,792545.8949809612,33.94162487983704,NUMERICAL_ERROR
scenario_200,43229.65093690228,0.3465171918626722,1070201.4037653995,1113431.4012194937,17.707987070083618,LOCALLY_SOLVED
scenario_201,42376.88583526045,0.3464877568745733,923464.6770132207,965841.909336238,6.82538104057312,LOCALLY_SOLVED
scenario_202,43143.24015670721,0.3510064826470009,1059502.4147240021,1102646.005887192,5.7386438846588135,LOCALLY_SOLVED
scenario_203,43498.445701610784,0.4217878700301408,1061315.3426006471,1104814.210090128,13.56157088279724,LOCALLY_SOLVED
scenario_204,42629.86574720524,0.351470468572734,1004390.1251167626,1047020.3423344364,3.192486047744751,LOCALLY_SOLVED
scenario_205,43683.03869074814,0.3520047182442896,1075100.7570073777,1118784.147702844,11.12618088722229,LOCALLY_SOLVED
